id,naics_code,code_description,num_establishments_2017,value_x1000_2017,payroll_x1000_2017,num_employees_2017,num_establishments_2012,value_x1000_2012,payroll_x1000_2012,num_employees_2012
745,62322,Residential mental health and substance abuse facilities,45,32203,11918,648,33,21684,11511,657
746,6233,Continuing care retirement communities and assisted living facilities for the elderly,310,86284,31881,2834,248,43812,26006,2237
747,62331,Continuing care retirement communities and assisted living facilities for the elderly,310,86284,31881,2834,n/d,n/d,n/d,n/d
748,6239,Other residential care facilities,31,18967,6250,460,19,9306,10461,828
749,62399,Other residential care facilities,31,18967,6250,460,n/d,n/d,n/d,n/d
750,624,Social assistance,640,451732,178859,10566,580,201753,143676,11189
751,6241,Individual and family services,283,237174,95460,6106,270,111276,75348,6033
752,62411,Child and youth services,46,29025,12298,787,32,10976,5953,470
753,62412,Services for the elderly and persons with disabilities,76,56916,34981,3991,84,50156,37847,3812
754,62419,Other individual and family services,161,151233,48181,1327,154,50143,31547,1750
755,6242,"Community food and housing, and emergency and other relief services",53,94597,24400,930,45,15009,13101,919
756,62421,Community food services,8,6315,953,76,n/d,n/d,n/d,n/d
757,62422,Community housing services,32,40440,13425,664,n/d,n/d,n/d,n/d
758,62423,Emergency and other relief services,13,47842,10022,191,n/d,n/d,n/d,n/d
759,6243,Vocational rehabilitation services,27,29330,13925,695,25,29642,16505,1120
760,62431,Vocational rehabilitation services,27,29330,13925,695,n/d,n/d,n/d,n/d
761,6244,Child day care services,277,90632,45075,2835,n/d,n/d,n/d,n/d
762,62441,Child day care services,277,90632,45075,2835,n/d,n/d,n/d,n/d
763,71,"Arts, entertainment, and recreation",458,299586,67179,3811,341,187328,62745,3024
764,711,"Performing arts, spectator sports, and related industries",184,130878,23662,1164,146,70045,25104,924
765,7111,Performing arts companies,45,18693,4349,243,35,10482,3394,181
766,71111,Theater companies and dinner theaters,11,1906,401,127,n/d,n/d,n/d,n/d
767,71112,Dance companies,6,1153,300,21,n/d,n/d,n/d,n/d
768,71113,Musical groups and artists,24,14776,3324,78,n/d,n/d,n/d,n/d
769,71119,Other performing arts companies,4,858,325,17,n/d,n/d,n/d,n/d
770,7112,Spectator sports,28,41964,5950,317,31,32793,6760,307
771,71121,Spectator sports,28,41964,5950,317,n/d,n/d,n/d,n/d
772,7113,"Promoters of performing arts, sports, and similar events",63,45706,8948,436,49,15455,12444,358
773,71131,"Promoters of performing arts, sports, and similar events with facilities",19,24486,5284,235,n/d,n/d,n/d,n/d
774,71132,"Promoters of performing arts, sports, and similar events without facilities",44,21220,3665,200,n/d,n/d,n/d,n/d
775,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",19,9989,1251,64,11,1628,553,15
776,71141,"Agents and managers for artists, athletes, entertainers, and other public figures",19,9989,1251,64,n/d,n/d,n/d,n/d
777,7115,"Independent artists, writers, and performers",29,14525,3163,104,20,9687,1954,61
778,71151,"Independent artists, writers, and performers",29,14525,3163,104,n/d,n/d,n/d,n/d
779,712,"Museums, historical sites, and similar institutions",27,19378,7283,365,14,12023,6492,290
780,7121,"Museums, historical sites, and similar institutions",27,19378,7283,365,n/d,n/d,n/d,n/d
781,71211,Museums,18,16300,6381,296,n/d,n/d,n/d,n/d
782,71219,Nature parks and other similar institutions,8,2742,778,53,n/d,n/d,n/d,n/d
783,713,"Amusement, gambling, and recreation industries",247,149330,36234,2282,181,105259,31149,1810
784,7131,Amusement parks and arcades,59,18177,3929,422,37,17138,4189,292
785,71311,Amusement and theme parks,41,14495,2947,331,n/d,n/d,n/d,n/d
786,71312,Amusement arcades,18,3683,983,92,n/d,n/d,n/d,n/d
787,7132,Gambling industries,27,34086,6104,234,21,14725,4441,155
788,71321,Casinos (except casino hotels),5,n/d,n/d,n/d,n/d,n/d,n/d,n/d
789,71329,Other gambling industries,22,12094,1297,61,n/d,n/d,n/d,n/d
790,7139,Other amusement and recreation industries,161,97067,26200,1626,123,73395,22518,1363
791,71391,Golf courses and country clubs,6,23181,7159,381,12,13895,7350,393
792,71393,Marinas,26,21530,5160,200,22,24402,3719,206
793,71394,Fitness and recreational sports centers,83,26691,7028,547,49,13682,6351,401
794,71395,Bowling centers,5,6121,1649,127,4,5084,1352,98
795,71399,All other amusement and recreation industries,41,19543,5204,370,36,16333,3747,264
796,72,Accommodation and food services,4758,4313196,1084616,82815,4084,4256139,1135032,74741
797,721,Accommodation,261,1119096,342689,15024,253,1275998,458366,15965
798,7211,Traveler accommodation,242,1116020,341680,14945,237,1272050,457171,15768
799,72111,Hotels (except casino hotels) and motels,185,577938,185660,8639,172,502091,108857,5565
800,72112,Casino hotels,19,521659,151462,5858,26,749862,341311,9608
801,72119,Other traveler accommodation,38,16422,4558,448,39,20097,7002,594
802,7212,RV (recreational vehicle) parks and recreational camps,5,1100,473,30,7,1363,725,n/d
803,72121,RV (recreational vehicle) parks and recreational camps,5,1100,473,30,n/d,n/d,n/d,n/d
804,7213,Rooming and boarding houses,14,1975,536,51,9,2585,471,46
805,72131,Rooming and boarding houses,14,1975,536,51,n/d,n/d,n/d,n/d
806,722,Food services and drinking places,4497,3194100,741928,67790,3831,2980141,676667,58776
807,7223,Special food services,190,122900,32430,1896,178,250116,39321,2938
808,72231,Food service contractors,85,97760,27707,1383,n/d,n/d,n/d,n/d
809,72232,Caterers,40,9245,1856,188,n/d,n/d,n/d,n/d
810,72233,Mobile food services,65,15895,2867,326,n/d,n/d,n/d,n/d
811,7224,Drinking places (alcoholic beverages),168,47807,9291,843,100,25365,6501,454
812,72241,Drinking places (alcoholic beverages),168,47807,9291,843,n/d,n/d,n/d,n/d
813,7225,Restaurants and other eating places,4139,3023395,700208,65051,n/d,n/d,n/d,n/d
814,72251,Restaurants and other eating places,4139,3023395,700208,65051,n/d,n/d,n/d,n/d
815,81,Other services (except public administration),2497,1106981,250707,13125,2070,750512,224347,16144
816,811,Repair and maintenance,1147,423924,102165,5088,1158,402365,115857,9755
817,8111,Automotive repair and maintenance,763,211679,49516,2922,776,205275,55523,3389
818,81111,Automotive mechanical and electrical repair and maintenance,389,84680,21367,1301,409,89755,28228,1700
819,81112,"Automotive body, paint, interior, and glass repair",205,60909,13495,772,204,55555,12484,785
820,81119,Other automotive repair and maintenance,169,66090,14653,849,163,59965,14811,904
821,8112,Electronic and precision equipment repair and maintenance,100,48152,14795,451,108,73365,20683,4555
822,81121,Electronic and precision equipment repair and maintenance,100,48152,14795,451,n/d,n/d,n/d,n/d
823,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,179,130774,28813,1145,165,93108,29183,1226
824,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,179,130774,28813,1145,n/d,n/d,n/d,n/d
825,8114,Personal and household goods repair and maintenance,105,33318,9043,571,109,30616,10469,587
826,81141,Home and garden equipment and appliance repair and maintenance,55,20658,3632,237,59,19010,4534,265
827,81142,Reupholstery and furniture repair,9,990,254,31,12,1681,723,35
828,81143,Footwear and leather goods repair,5,356,74,6,4,137,68,n/d
829,81149,Other personal and household goods repair and maintenance,36,11313,5082,298,34,9788,5144,282
830,812,Personal and laundry services,831,333597,91843,5481,813,293020,87450,5425
831,8121,Personal care services,324,82906,23690,1532,301,80772,23815,1472
832,81211,"Hair, nail, and skin care services",258,51480,14903,1069,n/d,n/d,n/d,n/d
833,81219,Other personal care services,66,31427,8786,462,n/d,n/d,n/d,n/d
834,8122,Death care services,204,140395,32539,1441,165,79105,19583,1009
835,81221,Funeral homes and funeral services,153,97749,21073,969,124,48780,11120,605
836,81222,Cemeteries and crematories,51,42646,11465,472,41,30324,8462,404
837,8123,Drycleaning and laundry services,178,49960,14858,1046,187,64848,19402,1227
838,81231,Coin-operated laundries and drycleaners,22,2188,524,58,26,3620,945,86
839,81232,Drycleaning and laundry services (except coin-operated),141,20987,6073,643,146,20415,8110,670
840,81233,Linen and uniform supply,15,26786,8261,346,15,40815,10348,471
841,8129,Other personal services,125,60337,20757,1461,160,68294,24649,1716
842,81291,Pet care (except veterinary) services,15,2821,823,77,11,1540,720,52
843,81292,Photofinishing,4,614,148,8,5,669,230,14
844,81293,Parking lots and garages,82,42749,16075,1281,122,54524,20978,1584
845,81299,All other personal services,24,14155,3711,96,22,11562,2723,67
846,813,"Religious, grantmaking, civic, professional, and similar organizations",507,348658,56492,2534,99,55128,21040,964
847,8131,Religious organizations,13,5972,826,56,n/d,n/d,n/d,n/d
848,81311,Religious organizations,13,5972,826,56,n/d,n/d,n/d,n/d
849,8132,Grantmaking and giving services,36,80256,9701,260,29,21827,5404,176
850,81321,Grantmaking and giving services,36,80256,9701,260,n/d,n/d,n/d,n/d
851,8133,Social advocacy organizations,34,32504,8352,327,19,5302,4422,168
852,81331,Social advocacy organizations,34,32504,8352,327,n/d,n/d,n/d,n/d
853,8134,Civic and social organizations,77,41187,13469,798,51,27999,11214,621
854,81341,Civic and social organizations,77,41187,13469,798,n/d,n/d,n/d,n/d
855,8139,"Business, professional, labor, political, and similar organizations",347,188740,24144,1093,n/d,n/d,n/d,n/d
856,81391,Business associations,25,35980,5158,100,n/d,n/d,n/d,n/d
857,81392,Professional organizations,45,68798,7242,257,n/d,n/d,n/d,n/d
858,81393,Labor unions and similar labor organizations,4,n/d,n/d,n/d,n/d,n/d,n/d,n/d
859,81399,"Other similar organizations (except business, professional, labor, and political organizations)",273,81513,11514,726,n/d,n/d,n/d,n/d
860,814,Private households,12,802,206,20,n/d,n/d,n/d,n/d
861,8141,Private households,12,802,206,20,n/d,n/d,n/d,n/d
862,81411,Private households,12,802,206,20,n/d,n/d,n/d,n/d
